NAME PORT;CODE;COUNTRY;CITY;LATITUD;LONGITUD;TYPE;;NAME SHIPPING LINE;TYPE;CODE;;transporte:;;Contenedor
Koulamoutou Mabimbi Airport;GAKOU;GA;Koulamoutou;-1.184.610.009;1.244.130.039;air;;;;;;;;
Kokshetau Airport;KZKOV;KZ;Kokshetau;53.329.102;69.594.597;air;;;;;;;;
Ganzhou Airport;CNKOW;CN;Ganzhou;25.853.333;114.778.889;air;;;;;;;;
Kokonau Airport;IDKOX;ID;Kokonau - Papua Island;-471.075;13.643.515;air;;;;;;;;
Olga Bay Seaplane Base;USKOY;US;Olga Bay;1,61E+27;-1.542.299.957;air;;;;;;;;
Ouzinkie Airport;USKOZ;US;Ouzinkie;57.925.362;-152.496.715;air;;;;;;;;
Kopiago Airport;PGKPA;PG;Kopiago;-53.883;1.424.977;air;;;;;;;;
Point Baker Seaplane Base;USKPB;US;Point Baker;5.635.189.819;-1.336.230.011;air;;;;;;;;
Port Clarence Coast Guard Station;USKPC;US;Port Clarence;6.525.370.026;-1.668.589.935;air;;;;;;;;
Yapsiei Airport;PGKPE;PG;;8,06E+18;1.410.941.667;air;;;;;;;;
Kondobol Airport;PGKPF;PG;Kondobol;-85.336;1.425.049;air;;;;;;;;
Kapit Airport;MYKPI;MY;Kapit;2.010.523.745;1.129.314.682;air;;;;;;;;
Kapal Airport;PGKPL;PG;Kapal;-8.630.184;142.823.756;air;;;;;;;;
Kompiam Airport;PGKPM;PG;;-5.381.666.667;1.439.247.222;air;;;;;;;;
Kipnuk Airport;USKPN;US;Kipnuk;9,33E+23;-1.640.310.059;air;;;;;;;;
Pohang Airport(G - 815 / K - 3);KRKPO;KR;Pohang;35.987.955;129.420.383;air;;;;;;;;
Kalpowar Airport;AUKPP;AU;Kalpower;-14.89;144.22;air;;;;;;;;
Port Williams Seaplane Base;USKPR;US;Port Williams;5.849.010.086;-1.525.820.007;air;;;;;;;;
Kempsey Airport;AUKPS;AU;;-3.107.439.995;1.527.700.043;air;;;;;;;;
Jackpot Airport / Hayden Field;USKPT;US;Jackpot;0.976001739;-1.146.579.971;air;;;;;;;;
Perryville Airport;USKPV;US;Perryville;55.905.998;-159.162.993;air;;;;;;;;
Port Bailey Seaplane Base;USKPY;US;Port Bailey;9,30E+27;-1.530.410.004;air;;;;;;;;
Akutan Seaplane Base;USKQA;US;Akutan;5.413.377.044;-1.657.788.956;air;;;;;;;;
Kishangarh Airport;INKQH;IN;Ajmer;26.601.473;74.814.147;air;;;;;;;;
Kol Airport;PGKQL;PG;Kol;16666667;144.846;air;;;;;;;;
Qurghonteppa International Airport;TJKQT;TJ;Kurgan - Tyube;3.786.640.167;6.886.470.032;air;;;;;;;;
Kerang Airport;AUKRA;AU;;-3.575.139.999;1.439.389.954;air;;;;;;;;
Karumba Airport;AUKRB;AU;;-1.745.669.937;1.408.300.018;air;;;;;;;;
Departi Parbo Airport;IDKRC;ID;Sungai Penuh;-2.093;1.014.683;air;;;;;;;;
Kurundi Airport;AUKRD;AU;Kurundi Station;-20.51;1.346.706;air;;;;;;;;
Kramfors Sollefteå Airport;SEKRF;SE;Kramfors / Sollefteå;6.304.859.924;1.776.889.992;air;;;;;;;;
Karasabai Airport;GYKRG;GY;Karasabai;4.033.329.964;-5.953.329.849;air;;;;;;;;
Redhill Aerodrome;GBKRH;GB;Redhill;5.121.360.016;-0.138611004;air;;;;;;;;
Kikori Airport;PGKRI;PG;Kikori;-7.424.379.826;1.442.500.763;air;;;;;;;;
Karawari Airstrip;PGKRJ;PG;Amboin;666666667;1.435.225;air;;;;;;;;
Kraków John Paul II International Airport;PLKRK;PL;Kraków;0.077702;197.848;air;;;;;;;;
Korla Airport;CNKRL;CN;Korla;4.169.779.968;8.612.889.862;air;;;;;;;;
Karanambo Airport;GYKRM;GY;Karanambo;3.751.940.012;-5.930.970.001;air;;;;;;;;
Kiruna Airport;SEKRN;SE;Kiruna;678.219.986;2.033.679.962;air;;;;;;;;
Kurgan Airport;RUKRO;RU;Kurgan;5.547.529.984;6.541.560.364;air;;;;;;;;
Karup Airport;DKKRP;DK;Karup;5.629.750.061;9.124.629.974;air;;;;;;;;
Kramatorsk Airport;UAKRQ;UA;Kramatorsk;4.870.560.074;3.762.889.862;air;;;;;;;;
Krasnodar Pashkovsky International Airport;RUKRR;RU;Krasnodar;4.503.469.849;3.917.050.171;air;;;;;;;;
Kristiansand Airport;NOKRS;NO;Kjevik;8.204.201;808.537;air;;;;;;;;
Khartoum International Airport;SDKRT;SD;Khartoum;1.558.950.043;3.255.319.977;air;;;;;;;;
Kerau Airport;PGKRU;PG;Gunim;-8.271.612;147.071.899;air;;;;;;;;
Kerio Valley Airport;KEKRV;KE;Kimwarer;0.319638014;3.566.255.951;air;;;;;;;;
Turkmenbashi Airport;TMKRW;TM;Krasnovodsk;40.063.301;53.007.198;air;;;;;;;;
Kar Kar Airport;PGKRX;PG;Kar Kar Island;-4.557;1.459.404;air;;;;;;;;
Karamay Airport;CNKRY;CN;Karamay;4.546.655;849.527;air;;;;;;;;
Basango Mboliasa Airport;CDKRZ;CD;Kiri;-1.434.999.943;1.902.400.017;air;;;;;;;;
Kosrae International Airport;FMKSA;FM;Okat;535.698;162.957.993;air;;;;;;;;
Kasonombe Airport;PGKSB;PG;Kasonombe;-63.819;1.469.859;air;;;;;;;;
Košice Airport;SKKSC;SK;Košice;486.631.012;2.124.110.031;air;;;;;;;;
Karlstad Airport;SEKSD;SE;Karlstad;5.944.469.833;1.333.740.044;air;;;;;;;;
Kasese Airport;UGKSE;UG;Kasese;0.182999998;3.010.000.038;air;;;;;;;;
Kassel - Calden Airport;DEKSF;DE;Kassel;51.417.273;9.384.967;air;;;;;;;;
Kisengam Airport;PGKSG;PG;Kisenden;-6.362;146.71;air;;;;;;;;
Shahid Ashrafi Esfahani Airport;IRKSH;IR;Kermanshah;3.434.590.149;4.715.810.013;air;;;;;;;;
Kissidougou Airport;GNKSI;GN;Kissidougou;9.160.559.654;-1.012.440.014;air;;;;;;;;
Kasos Airport;GRKSJ;GR;Kasos Island;3.542.139.816;2.690.999.985;air;;;;;;;;
Karlskoga Airport;SEKSK;SE;;5.934.590.149;1.449.590.015;air;;;;;;;;
Kassala Airport;SDKSL;SD;Kassala;1.538.749.981;363.288.002;air;;;;;;;;
St Mary's Airport;USKSM;US;St Mary's;620.605.011;-163.302.002;air;;;;;;;;
Kostanay West Airport;KZKSN;KZ;Kostanay;5.320.690.155;635.503.006;air;;;;;;;;
Kastoria National Airport;GRKSO;GR;Kastoria;4.044.630.051;2.128.219.986;air;;;;;;;;
Kosipe Airport;PGKSP;PG;Kosipe Mission;-8.450.716;147.209.195;air;;;;;;;;
Karshi Khanabad Airport;UZKSQ;UZ;Khanabad;3.883.359.909;6.592.150.116;air;;;;;;;;
Sikasso Airport;MLKSS;ML;Sikasso;1.133.300.018;-5.699.999.809;air;;;;;;;;
Kosti Airport;SDKST;SD;Kosti;1.318.299.961;3.273.300.171;air;;;;;;;;
Kristiansund Airport(Kvernberget);NOKSU;NO;Kvernberget;6.311.180.115;7.824.520.111;air;;;;;;;;
Springvale Airport;AUKSV;AU;;2.354.999.924;1.406.999.969;air;;;;;;;;
Kiryat Shmona Airport;ILKSW;IL;Kiryat Shmona;3.321.670.151;3.559.999.847;air;;;;;;;;
Yasuru Airport;PGKSX;PG;Yasuru;-66.015;1.461.813;air;;;;;;;;
Kars Airport;TRKSY;TR;Kars;0.562198639;4.311.500.168;air;;;;;;;;
Kotlas Airport;RUKSZ;RU;Kotlas;1.235.801.697;4.669.749.832;air;;;;;;;;
Karratha Airport;AUKTA;AU;Karratha;1,22E+18;1.167.730.026;air;;;;;;;;
Thorne Bay Seaplane Base;USKTB;US;Thorne Bay;6,88E+23;-1.325.370.026;air;;;;;;;;
Katiola Airport;CIKTC;CI;Katiola;81.329;-50.657;air;;;;;;;;
Kitadaito Airport;JPKTD;JP;Kitadaitōjima;2.594.470.024;1.313.269.959;air;;;;;;;;
Kerteh Airport;MYKTE;MY;Kerteh;4.537.220.001;103.427.002;air;;;;;;;;
Takaka Airport;NZKTF;NZ;;-4.081.330.109;1.727.749.939;air;;;;;;;;
Ketapang(Rahadi Usman) Airport;IDKTG;ID;Ketapang - Borneo Island;-1.816.640.019;1.099.629.974;air;;;;;;;;
Tikchik Lodge Seaplane Base;USKTH;US;Tikchik;5.996.319.962;-158.477.005;air;;;;;;;;
Kratie Airport;KHKTI;KH;Kratie;1.248.799.992;1.060.550.003;air;;;;;;;;
Kunua Airport;PGKTK;PG;Kunua;-57.828;154.74;air;;;;;;;;
Kitale Airport;KEKTL;KE;Kitale;0.971988976;3.495.859.909;air;;;;;;;;
Tribhuvan International Airport;NPKTM;NP;Kathmandu;2.769.659.996;8.535.910.034;air;;;;;;;;
Ketchikan International Airport;USKTN;US;Ketchikan;5.535.559.845;-1.317.140.045;air;;;;;;;;
Kato Airport;GYKTO;GY;Kato;4.649.159.908;-598.321.991;air;;;;;;;;
Tinson Pen Airport;JMKTP;JM;Tinson Pen;1.798.859.978;-7.682.379.913;air;;;;;;;;
Kitee Airport;FIKTQ;FI;;621.661;30.073.601;air;;;;;;;;
Tindal Airport;AUKTR;AU;;1.452.110.004;132.378.006;air;;;;;;;;
Brevig Mission Airport;USKTS;US;Brevig Mission;6.533.129.883;-1.664.660.034;air;;;;;;;;
Kittilä Airport;FIKTT;FI;Kittilä;677.009.964;2.484.679.985;air;;;;;;;;
Kota Airport;INKTU;IN;Kota;2.516.020.012;7.584.559.631;air;;;;;;;;
Kamarata Airport;VEKTV;VE;Kamarata;5.75;-6.241.600.037;air;;;;;;;;
Katowice International Airport;PLKTW;PL;Katowice;0.4743;19.08;air;;;;;;;;
Koutiala Airport;MLKTX;ML;Koutiala;1.238.300.037;-5.467.000.008;air;;;;;;;;
Katukurunda Air Force Base;LKKTY;LK;Kalutara;6.552.120.209;7.997.750.092;air;;;;;;;;
Kuantan Airport;MYKUA;MY;Kuantan;377.538.991;1.032.089.996;air;;;;;;;;
Kuria Airport;KIKUC;KI;Kuria;0.218611002;1.734.420.013;air;;;;;;;;
Kudat Airport;MYKUD;MY;Kudat;6.922.500.134;1.168.359.985;air;;;;;;;;
Kukudu Airport;SBKUE;SB;Kolombangara Island;-80.262;15.694.783;air;;;;;;;;
Kurumoch International Airport;RUKUF;RU;Samara;5.350.490.189;5.016.429.901;air;;;;;;;;
Kubin Airport;AUKUG;AU;Moa Island;2,50E+18;1.422.180.023;air;;;;;;;;
Kushiro Airport;JPKUH;JP;Kushiro;4,10E+18;1.441.929.932;air;;;;;;;;
Kasigluk Airport;USKUK;US;Kasigluk;6.087.440.109;-1.625.240.021;air;;;;;;;;
Kuala Lumpur International Airport;MYKUL;MY;Kuala Lumpur;2.745.579.958;1.017.099.991;air;;;;;;;;
Yakushima Airport;JPKUM;JP;Yakushima;3.038.559.914;1.306.589.966;air;;;;;;;;
Kaunas International Airport;LTKUN;LT;Kaunas;5.496.390.152;2.408.480.072;air;;;;;;;;
Kuopio Airport;FIKUO;FI;Kuopio / Siilinjärvi;6.300.709.915;2.779.780.006;air;;;;;;;;
Kupiano Airport;PGKUP;PG;Kupiano;-100.736;148.218;air;;;;;;;;
Kuri Airport;PGKUQ;PG;Kuri;-7.135.083;143.276.111;air;;;;;;;;
Kulusuk Airport;GLKUS;GL;Kulusuk;6.557.360.077;-3.712.360.001;air;;;;;;;;
Kopitnari Airport;GEKUT;GE;Kutaisi;4.217.670.059;4.248.260.117;air;;;;;;;;
Kullu Manali Airport;INKUU;IN;;3.187.669.945;7.715.440.369;air;;;;;;;;
Kunsan Air Base;KRKUV;KR;Kunsan;3.590.380.096;1.266.159.973;air;;;;;;;;
Kuyol Airport;PGKUX;PG;;7,24E+18;1.416.238.889;air;;;;;;;;
Kamusi Airport;PGKUY;PG;Kamusi;-7.420.347;143.121.811;air;;;;;;;;
Alexander the Great International Airport;GRKVA;GR;Kavala;4.091.329.956;2.461.919.975;air;;;;;;;;
Skövde Airport;SEKVB;SE;Skövde;5.845.640.182;1.397.270.012;air;;;;;;;;
King Cove Airport;USKVC;US;King Cove;5.511.629.868;-1.622.660.065;air;;;;;;;;
Ganja Airport;AZKVD;AZ;Ganja;4.073.770.142;4.631.760.025;air;;;;;;;;
Kitava Airport;PGKVE;PG;Kitava Island;-86.285;151.327;air;;;;;;;;
Kavieng Airport;PGKVG;PG;Kavieng;-2.579.400.063;1.508.079.987;air;;;;;;;;
Kirovsk - Apatity Airport;RUKVK;RU;Apatity;6.746.330.261;335.882.988;air;;;;;;;;
Kivalina Airport;USKVL;US;Kivalina;6.773.619.843;-1.645.630.035;air;;;;;;;;
Markovo Airport;RUKVM;RU;Markovo;64.667;170.417.007;air;;;;;;;;
Kavalerovo Airport;RUKVR;RU;Kavalerovo;442.726;135.029;air;;;;;;;;
Pobedilovo Airport;RUKVX;RU;Kirov;5.850.329.971;4.934.830.093;air;;;;;;;;
Bucholz Army Air Field;MHKWA;MH;Kwajalein;872.012.043;1.677.319.946;air;;;;;;;;
Dewadaru - Kemujan Island;IDKWB;ID;Karimunjawa;-580.091;11.047.838;air;;;;;;;;
Longdongbao Airport;CNKWE;CN;Guiyang;2.653.849.983;1.068.010.025;air;;;;;;;;
Waterfall Seaplane Base;USKWF;US;Waterfall;2,96E+27;-1.332.429.962;air;;;;;;;;
Kryvyi Rih International Airport;UAKWG;UA;Kryvyi Rih;4.804.330.063;3.320.999.908;air;;;;;;;;
Khwahan Airport;AFKWH;AF;Khwahan;3.788.299.942;7.021.700.287;air;;;;;;;;
Kuwait International Airport;KWKWI;KW;Kuwait City;2.922.660.065;4.796.889.877;air;;;;;;;;
Gwangju Airport;KRKWJ;KR;Gwangju;35.123.173;126.805.444;air;;;;;;;;
Kwigillingok Airport;USKWK;US;Kwigillingok;59.876.499;-163.169.005;air;;;;;;;;
Guilin Liangjiang International Airport;CNKWL;CN;Guilin City;2.521.809.959;1.100.390.015;air;;;;;;;;
Kowanyama Airport;AUKWM;AU;Kowanyama;-1.548.560.047;1.417.510.071;air;;;;;;;;
Quinhagak Airport;USKWN;US;Quinhagak;597.551;-161.845;air;;;;;;;;
Kawito Airport;PGKWO;PG;Kawito;7,70E+18;1.428.235.779;air;;;;;;;;
West Point Village Seaplane Base;USKWP;US;West Point;7,70E+23;-153.548.996;air;;;;;;;;
Kwailabesi Airport;SBKWS;SB;Kwailabesi;-8.360.508;160.775.127;air;;;;;;;;
Kwethluk Airport;USKWT;US;Kwethluk;7,90E+27;-1.614.440.002;air;;;;;;;;
Kurwina Airport;PGKWV;PG;Kurwina;-5.965;1.553.604;air;;;;;;;;
Kiwai Airport;PGKWX;PG;Kiwai Island;-86.883;143.618;air;;;;;;;;
Kiwayu Airport;KEKWY;KE;Kiwayu;1.960.559.964;4.129.750.061;air;;;;;;;;
Kolwezi Airport;CDKWZ;CD;;-1.076.589.966;2.550.569.916;air;;;;;;;;
Kasaan Seaplane Base;USKXA;US;Kasaan;5.553.739.929;-132.397.995;air;;;;;;;;
P C Pelser Airport;ZAKXE;ZA;Klerksdorp;-2.687.109.947;2.671.800.041;air;;;;;;;;
Koro Island Airport;FJKXF;FJ;Koro Island;173.458.004;1.794.219.971;air;;;;;;;;
Komsomolsk - on - Amur Airport;RUKXK;RU;Komsomolsk - on - Amur;504.090.004;1.369.340.057;air;;;;;;;;
Karoola Airport;PGKXR;PG;Buka Island;-51.431;1.545.928;air;;;;;;;;
Katiu Airport;PFKXU;PF;Katiu;-1.633.939.934;-1.444.029.999;air;;;;;;;;
Konya Airport;TRKYA;TR;Konya;37.979;32.561.901;air;;;;;;;;
Lanyu Airport;TWKYD;TW;Orchid Island;2.202.700.043;1.215.350.037;air;;;;;;;;
Rene Mouawad Air Base;LBKYE;LB;Tripoli;3.458.929.825;3.601.129.913;air;;;;;;;;
Yeelirrie Airport;AUKYF;AU;;7,71E+16;1.200.956.726;air;;;;;;;;
Yalata Mission Airport;AUKYI;AU;Yalata Mission;3.147.060.013;1.318.249.969;air;;;;;;;;
Karluk Airport;USKYK;US;Karluk;5.756.710.052;-1.544.499.969;air;;;;;;;;
Port Largo Airport;USKYL;US;Key Largo;2.509.334;-8.042.992;air;;;;;;;;
Tampa North Aero Park Airport;USKYO;US;Tampa;2.822.130.013;-8.237.449.646;air;;;;;;;;
Kyaukpyu Airport;MMKYP;MM;Kyaukpyu;1.942.639.923;9.353.479.767;air;;;;;;;;
Kayes Dag Dag Airport;MLKYS;ML;;1.448.120.022;-1.140.439.987;air;;;;;;;;
Kyauktu Airport;MMKYT;MM;Kyauktu;4,00E+27;9.413.330.078;air;;;;;;;;
Koyukuk Airport;USKYU;US;Koyukuk;6.487.609.863;-157.727.005;air;;;;;;;;
Yalumet Airport;PGKYX;PG;Yalumet;-6.09;1.470.117;air;;;;;;;;
Kyzyl Airport;RUKYZ;RU;Kyzyl;5.166.939.926;9.440.059.662;air;;;;;;;;
Zachar Bay Seaplane Base;USKZB;US;Zachar Bay;57.553.001;-153.746.052;air;;;;;;;;
Kampong Chhnang Airport;KHKZC;KH;Kampong Chhnang;1.225.520.039;104.564.003;air;;;;;;;;
Krakor Airport;KHKZD;KH;Krakor;125.385;1.041.486;air;;;;;;;;
Kaintiba Airport;PGKZF;PG;Kaintiba;-750.025;1.460.338.333;air;;;;;;;;
Flugplatz Kitzingen;DEKZG;DE;Kitzingen;9.743.099;102.006;air;;;;;;;;
Filippos Airport;GRKZI;GR;Kozani;4.028.609.848;2.184.079.933;air;;;;;;;;
Kazan International Airport;RUKZN;RU;Kazan;5.560.620.117;4.927.870.178;air;;;;;;;;
Kzyl - Orda Southwest Airport;KZKZO;KZ;Kzyl - Orda;44.706.902;65.592.499;air;;;;;;;;
Zafer Airport;TRKZR;TR;Altıntaş;39.113.079;30.128.111;air;;;;;;;;
Kastelorizo Airport;GRKZS;GR;Kastelorizo Island;3.614.170.074;2.957.640.076;air;;;;;;;;
Lamar Municipal Airport;USLAA;US;Lamar;6,97E+18;-1.026.880.035;air;;;;;;;;
Lab Lab Airport;PGLAB;PG;Lab Lab Mission;-57.204;1.480.566;air;;;;;;;;
Layang - Layang Airport;MYLAC;MY;Spratley Islands;737.157.011;1.138.440.018;air;;;;;;;;
Quatro de Fevereiro Airport;AOLAD;AO;Luanda;-8.858.369.827;1.323.120.022;air;;;;;;;;
Nadzab Airport;PGLAE;PG;Lae;-6.569.803;146.725.977;air;;;;;;;;
Purdue University Airport;USLAF;US;Lafayette;4.041.230.011;-8.693.689.728;air;;;;;;;;
La Guaira Airport;VELAG;VE;La Guaira;1.053.332.996;-6.703.333.282;air;;;;;;;;
Oesman Sadik Airport;IDLAH;ID; Labuha;0;-0.635258973;12.750.199.890.136.700;;;;;;;;
Lannion - Côte de Granit Airport;FRLAI;FR;Lannion;48.754.398;-347.166;air;;;;;;;;
Lages Airport;BRLAJ;BR;Lages;2,10E+17;-5.028.150.177;air;;;;;;;;
Aklavik / Freddie Carmichael Airport;CALAK;CA;Aklavik;68.223.297;-13.500.599;air;;;;;;;;
Lakeland Linder Regional Airport;USLAL;US;Lakeland;2.798.889.923;-8.201.860.046;air;;;;;;;;
Los Alamos Airport;USLAM;US;Los Alamos;3.587.979.889;-1.062.689.972;air;;;;;;;;
Capital City Airport;USLAN;US;Lansing;2.778.701.782;-8.458.740.234;air;;;;;;;;
Laoag International Airport;PHLAO;PH;Laoag City;1.817.810.059;1.205.319.977;air;;;;;;;;
Manuel Márquez de León International Airport;MXLAP;MX;La Paz;7,27E+18;-1.103.619.995;air;;;;;;;;
La Abraq Airport;LYLAQ;LY;Al Bayda;327.887.001;2.196.430.016;air;;;;;;;;
Laramie Regional Airport;USLAR;US;Laramie;4.131.209.946;-1.056.750.031;air;;;;;;;;
McCarran International Airport;USLAS;US;Las Vegas;3.608.010.101;-1.151.520.004;air;;;;;;;;
Manda Airstrip;KELAU;KE;Lamu;-2.252.419.949;409.131.012;air;;;;;;;;
Lawton Fort Sill Regional Airport;USLAW;US;Lawton;3.456.769.943;-9.841.660.309;air;;;;;;;;
Los Angeles International Airport;USLAX;US;Los Angeles;3.394.250.107;-1.184.079.971;air;;;;;;;;
Ladysmith Airport;ZALAY;ZA;Ladysmith;-2.858.169.937;2.974.970.055;air;;;;;;;;
Bom Jesus da Lapa Airport;BRLAZ;BR;Bom Jesus Da Lapa;-1.326.210.022;-4.340.810.013;air;;;;;;;;
Leeds Bradford Airport;GBLBA;GB;Leeds;5.386.589.813;-1.660.570.025;air;;;;;;;;
Lubbock Preston Smith International Airport;USLBB;US;Lubbock;33.663.601;-101.822.998;air;;;;;;;;
Lübeck Blankensee Airport;DELBC;DE;Lübeck;5.380.540.085;1.071.920.013;air;;;;;;;;
Khudzhand Airport;TJLBD;TJ;Khudzhand;402.154.007;6.969.470.215;air;;;;;;;;
Arnold Palmer Regional Airport;USLBE;US;Latrobe;4.027.590.179;-7.940.480.042;air;;;;;;;;
North Platte Regional Airport Lee Bird Field;USLBF;US;North Platte;4.112.620.163;-1.006.839.981;air;;;;;;;;
Paris - Le Bourget Airport;FRLBG;FR;Paris;489.693.985;2.441.390.038;air;;;;;;;;
Palm Beach Seaplane Base;AULBH;AU;Sydney;-335.871;1.513.234;air;;;;;;;;
Albi - Le Séquestre Airport;FRLBI;FR;Albi / Le Séquestre;4.391.389.847;2.113.059.998;air;;;;;;;;
Komodo Airport;IDLBJ;ID;Labuan Bajo - Flores Island;-848.666;119.889;air;;;;;;;;
Liboi Airport;KELBK;KE;Liboi;0.348333001;4.088.169.861;air;;;;;;;;
Liberal Mid - America Regional Airport;USLBL;US;Liberal;370.442.009;-1.009.599.991;air;;;;;;;;
Luabo Airport;MZLBM;MZ;Luabo;-184.139;361.068;air;;;;;;;;
Lake Baringo Airport;KELBN;KE;Lake Baringo;0.666103005;3.610.419.083;air;;;;;;;;
Lusambo Airport;CDLBO;CD;Lusambo;-4.961.669.922;2.337.829.971;air;;;;;;;;
Long Banga Airport;MYLBP;MY;Long Banga;3.202;1.154.018;air;;;;;;;;
Lambarene Airport;GALBQ;GA;Lambarene;-0.704388976;1.024.569.988;air;;;;;;;;
Lábrea Airport;BRLBR;BR;Lábrea;-7.278.969.765;-6.476.950.073;air;;;;;;;;
Labasa Airport;FJLBS;FJ;;-164.666.996;1.793.399.963;air;;;;;;;;
Lumberton Regional Airport;USLBT;US;Lumberton;3.460.990.143;-7.905.940.247;air;;;;;;;;
Labuan Airport;MYLBU;MY;Labuan;522461;115.25;air;;;;;;;;
Libreville Leon M'ba International Airport;GALBV;GA;Libreville;0.458600014;9.412.280.083;air;;;;;;;;
Long Bawan Airport;IDLBW;ID;Long Bawan - Borneo Island;39.028;1.156.921;air;;;;;;;;
Lubang Airport;PHLBX;PH;;1.385.540.009;1.201.050.034;air;;;;;;;;
La Baule - Escoublac Airport;FRLBY;FR;La Baule - Escoublac;4.728.939.819;-2.346.390.009;air;;;;;;;;
Lucapa Airport;AOLBZ;AO;Lucapa;4,57E+18;2.073.208.618;air;;;;;;;;
Larnaca International Airport;CYLCA;CY;Larnarca;3.487.509.918;3.362.490.082;air;;;;;;;;
Pontes e Lacerda Airport;BRLCB;BR;Pontes e Lacerda;-151.934;-593.848;air;;;;;;;;
Lecce Galatina Air Base;ITLCC;IT;;40.239.201;18.133.301;air;;;;;;;;
Louis Trichardt Airport;ZALCD;ZA;Louis Trichardt;-2.306.189.919;2.986.470.032;air;;;;;;;;
Goloson International Airport;HNLCE;HN;La Ceiba;157.425;-86.852.997;air;;;;;;;;
Las Vegas Airport;GTLCF;GT;Rio Dulce;15.668.363;-88.961.763;air;;;;;;;;
A Coruña Airport;ESLCG;ES;Culleredo;43.302.101;-837.726;air;;;;;;;;
Lake Charles Regional Airport;USLCH;US;Lake Charles;3.012.610.054;-9.322.329.712;air;;;;;;;;
Laconia Municipal Airport;USLCI;US;Laconia;435.727.005;-7.141.889.954;air;;;;;;;;
Łódź Władysław Reymont Airport;PLLCJ;PL;Łódź;2,19E+18;193.980.999;air;;;;;;;;
Rickenbacker International Airport;USLCK;US;Columbus;39.813.801;-82.927.803;air;;;;;;;;
La Coloma Airport;CULCL;CU;Pinar del Rio;2.233.609.962;-8.364.189.911;air;;;;;;;;
La Cumbre Airport;ARLCM;AR;La Cumbre;5,80E+17;-645.318.985;air;;;;;;;;
Balcanoona Airport;AULCN;AU;;-3.053.499.985;1.393.370.056;air;;;;;;;;
Lague Airport;CGLCO;CG;Lague;-2.450.000.048;1.453.299.999;air;;;;;;;;
Loncopue Airport;ARLCP;AR;Loncopue;-38.081.902;-70.643.898;air;;;;;;;;
Lake City Gateway Airport;USLCQ;US;Lake City;3.018.199.921;-8.257.689.667;air;;;;;;;;
La Chorrera Airport;COLCR;CO;La Chorrera;-0.733333;-7.301.667;air;;;;;;;;
Lucca - Tassignano Airport;ITLCV;IT;Lucca;43.825.825;10.577.928;air;;;;;;;;
Longyan Guanzhishan Airport;CNLCX;CN;Longyan;2.567.469.978;1.167.470.016;air;;;;;;;;
London City Airport;GBLCY;GB;London;51.505.299;0.055278;air;;;;;;;;
Malda Airport;INLDA;IN;Malda;25.033.001;88.133.003;air;;;;;;;;
Governador José Richa Airport;BRLDB;BR;Londrina;3,34E+23;-5.113.010.025;air;;;;;;;;
Lindeman Island Airport;AULDC;AU;Lindeman Island;-2.045.359.993;1.490.399.933;air;;;;;;;;
Tarbes - Lourdes - Pyrénées Airport;FRLDE;FR;Tarbes / Lourdes / Pyrénées;4.317.869.949;-0.006439;air;;;;;;;;
Leshukonskoye Airport;RULDG;RU;Leshukonskoye;6.489.600.372;4.572.299.957;air;;;;;;;;
Lord Howe Island Airport;AULDH;AU;Lord Howe Island;3.153.829.956;1.590.769.959;air;;;;;;;;
Lindi Airport;TZLDI;TZ;Lindi;-985.111;39.757.801;air;;;;;;;;
Linden Airport;USLDJ;US;Linden;4.061.740.112;-7.424.459.839;air;;;;;;;;
Lidköping - Hovby Airport;SELDK;SE;Lidköping;584.655;131.744;air;;;;;;;;
Mason County Airport;USLDM;US;Ludington;4.396.250.153;-8.640.789.795;air;;;;;;;;
Lamidanda Airport;NPLDN;NP;Lamidanda;2.725.309.944;8.666.999.817;air;;;;;;;;
Ladouanie Airport;SRLDO;SR;Aurora;4.376.108.283;-5.540.705.681;air;;;;;;;;
Lindu Airport;CNLDS;CN;Yichun;0.752055556;129.019.125;air;;;;;;;;
Lahad Datu Airport;MYLDU;MY;Lahad Datu;5.032.249.928;1.183.239.975;air;;;;;;;;
Landivisiau Air Base;FRLDV;FR;Landivisiau;4.853.030.014;-4.151.639.938;air;;;;;;;;
Lansdowne Airport;AULDW;AU;Lansdowne Station;-176.128;126.743;air;;;;;;;;
Saint - Laurent - du - Maroni Airport;GFLDX;GF;Saint - Laurent - du - Maroni;548.306;-54.034.401;air;;;;;;;;
City of Derry Airport;GBLDY;GB;Derry;550.428.009;-7.161.109.924;air;;;;;;;;
Londolozi Airport;ZALDZ;ZA;Londolozi;-247.478;314.743;air;;;;;;;;
Learmonth Airport;AULEA;AU;Exmouth;3,56E+18;1.140.889.969;air;;;;;;;;
Lebanon Municipal Airport;USLEB;US;Lebanon;4.362.609.863;-7.230.419.922;air;;;;;;;;
Coronel Horácio de Mattos Airport;BRLEC;BR;Lençóis;-124.822.998;-4.127.700.043;air;;;;;;;;
Pulkovo Airport;RULED;RU;St . Petersburg;598.003.006;3.026.250.076;air;;;;;;;;
Leesburg International Airport;USLEE;US;Leesburg;2.882.309.914;-8.180.870.056;air;;;;;;;;
Lebakeng Airport;LSLEF;LS;Lebakeng;-2.989.080.048;2.865.559.959;air;;;;;;;;
Le Havre Octeville Airport;FRLEH;FR;Le Havre / Octeville;4.953.390.121;0.088055998;air;;;;;;;;
