NAME PORT;CODE;COUNTRY;CITY;LATITUD;LONGITUD;TYPE;;NAME SHIPPING LINE;TYPE;CODE;;transporte:;;Contenedor
Kalat Airport;PKKBH;PK;Kalat;2.913.333.321;6.651.667.023;air;;;;;;;;
Kribi Airport;CMKBI;CM;Kribi;2.873.889.923;9.977.780.342;air;;;;;;;;
Kings Canyon Airport;AUKBJ;AU;Kings Canyon Resort;-2.426.000.023;1.314.900.055;air;;;;;;;;
Kabul International Airport;AFKBL;AF;Kabul;345.658.989;6.921.230.316;air;;;;;;;;
Kabwum;PGKBM;PG;;-6.155.472.222;1.471.914.722;air;;;;;;;;
Tunta Airport;CDKBN;CD;Kabinda;-6.132.999.897;244.829.998;air;;;;;;;;
Kabalo Airport;CDKBO;CD;Kabalo;-6.083.000.183;2.691.699.982;air;;;;;;;;
Boryspil International Airport;UAKBP;UA;Kiev;5.034.500.122;308.946.991;air;;;;;;;;
Kasungu Airport;MWKBQ;MW;Kasungu;130.145.998;3.346.860.123;air;;;;;;;;
Sultan Ismail Petra Airport;MYKBR;MY;Kota Baharu;616.685.009;1.022.929.993;air;;;;;;;;
Bo Airport;SLKBS;SL;Bo;7.944.399.834;-1.176.099.968;air;;;;;;;;
Kaben Airport;MHKBT;MH;Kaben;8.900.560.379;1.708.439.941;air;;;;;;;;
Gusti Syamsir Alam Airport;IDKBU;ID;Stagen - Laut Island;-329.472;116.165.001;air;;;;;;;;
Krabi Airport;THKBV;TH;Krabi;809.912.014;9.898.619.843;air;;;;;;;;
Chignik Bay Seaplane Base;USKBW;US;Chignik;2,96E+27;-158.401.001;air;;;;;;;;
Kambuaya Airport;IDKBX;ID;Kambuaya-Papua Island;-13.169;1.322.857;air;;;;;;;;
Streaky Bay Airport;AUKBY;AU;;-3.283.580.017;1.342.929.993;air;;;;;;;;
Kaikoura Airport;NZKBZ;NZ;;-4.242.499.924;1.736.049.957;air;;;;;;;;
Kuqa Airport;CNKCA;CN;Kuqa;41.677.856;82.872.917;air;;;;;;;;
Tepoe Airstrip;SRKCB;SR;Kasikasima;3.150.000.095;-5.571.699.905;air;;;;;;;;
Coffman Cove Seaplane Base;USKCC;US;Coffman Cove;5.600.320.053;-1.328.419.952;air;;;;;;;;
Kamur Airport;IDKCD;ID;Kamur-Papua Island;-61.851;1.386.372;air;;;;;;;;
Collinsville Airport;AUKCE;AU;;-2.059.670.067;1.478.600.006;air;;;;;;;;
Kadanwari Airport;PKKCF;PK;Kadanwari;2.716.670.036;693.167.038;air;;;;;;;;
Chignik Fisheries Airport;USKCG;US;Chignik;56.317.643;-158.589.706;air;;;;;;;;
Kuching International Airport;MYKCH;MY;Kuching;1.484.699.965;1.103.470.001;air;;;;;;;;
Kon Airport;TLKCI;TL;Kon;-8.349.193;127.050.793;air;;;;;;;;
Komaio Airport;PGKCJ;PG;Komaio;-72.714;1.435.952;air;;;;;;;;
Kirensk Airport;RUKCK;RU;Kirensk;57.773;108.064;air;;;;;;;;
Chignik Lagoon Airport;USKCL;US;Chignik Flats;5.631.119.919;-1.585.359.955;air;;;;;;;;
Kahramanmaraş Airport;TRKCM;TR;Kahramanmaraş;3.753.882.599;3.695.352.173;air;;;;;;;;
Chernofski Harbor Seaplane Base;USKCN;US;Chernofski Harbor;5.340.289.934;-1.675.202.715;air;;;;;;;;
Cengiz Topel Airport;TRKCO;TR;;4.073.500.061;3.008.329.964;air;;;;;;;;
Chignik Lake Airport;USKCQ;US;Chignik Lake;5.625.500.107;-1.587.749.939;air;;;;;;;;
Colorado Creek Airport;USKCR;US;Colorado Creek;6.356.769.943;-1.559.889.984;air;;;;;;;;
Kings Creek Airport;AUKCS;AU;;-2.442.329.979;1.318.350.067;air;;;;;;;;
Koggala Airport;LKKCT;LK;Galle;599.368;8.032.029.724;air;;;;;;;;
Masindi Airport;UGKCU;UG;Masindi;0.758059978;3.173.670.006;air;;;;;;;;
Kōchi Ryōma Airport;JPKCZ;JP;Nankoku;33.546.101;133.669.006;air;;;;;;;;
Kolda North Airport;SNKDA;SN;Kolda;1.289.850.044;-1.496.809.959;air;;;;;;;;
Kambalda Airport;AUKDB;AU;Kambalda;-311.907;1.215.978;air;;;;;;;;
Kandi Airport;BJKDC;BJ;Kandi;1.114.479;2.940.381;air;;;;;;;;
Khuzdar Airport;PKKDD;PK;Khuzdar;2.779.059.982;6.664.730.072;air;;;;;;;;
Koroba Airport;PGKDE;PG;Koroba;-56.952;1.427.441;air;;;;;;;;
Kandahar Airport;AFKDH;AF;;1.505.800.247;6.584.780.121;air;;;;;;;;
Wolter Monginsidi Airport;IDKDI;ID;Kendari-Celebes Island;-4.081.610.203;1.224.179.993;air;;;;;;;;
Ville Airport;GAKDJ;GA;N'Djolé;106995;10.75;air;;;;;;;;
Kodiak Municipal Airport;USKDK;US;Kodiak;5.780.590.057;-1.523.739.929;air;;;;;;;;
Kärdla Airport;EEKDL;EE;Kärdla;5.899.079.895;2.283.069.992;air;;;;;;;;
Kaadedhdhoo Airport;MVKDM;MV;Huvadhu Atoll;0.488130987;7.299.690.247;air;;;;;;;;
Ndende Airport;GAKDN;GA;Ndende;-2.400.000.095;1.136.699.963;air;;;;;;;;
Kadhdhoo Airport;MVKDO;MV;Kadhdhoo;185.916.996;7.352.189.636;air;;;;;;;;
Kandep Airport;PGKDP;PG;Kandep;-5.840.611.111;1.435.072.222;air;;;;;;;;
Kamberatoro Airport;PGKDQ;PG;Kamberatoro Mission;-3.600.556;141.051.667;air;;;;;;;;
Kandrian Airport;PGKDR;PG;Kandrian;-619.217;14.954.783;air;;;;;;;;
Kamaran Downs Airport;AUKDS;AU;Kamaran Downs;-243.388;1.392.785;air;;;;;;;;
Kamphaeng Saen Airport;THKDT;TH;Nakhon Pathom;1.410.200.024;9.991.719.818;air;;;;;;;;
Skardu Airport;PKKDU;PK;Skardu;3.533.549.881;7.553.600.311;air;;;;;;;;
Vunisea Airport;FJKDV;FJ;Vunisea;5,81E+18;1.781.569.977;air;;;;;;;;
Victoria Reservoir Seaplane Base;LKKDW;LK;Kandy;72.415;807.834;air;;;;;;;;
Kadugli Airport;SDKDX;SD;Kadugli;3,80E+18;297.010.994;air;;;;;;;;
Typliy Klyuch Airport;RUKDY;RU;Khandyga;6.278.900.146;1.368.549.957;air;;;;;;;;
Polgolla Reservoir Seaplane Base;LKKDZ;LK;Kandy;73.251;806.422;air;;;;;;;;
Keisah Airport;IDKEA;ID;Keisah - Papua Island;581055;140.5;air;;;;;;;;
Nanwalek Airport;USKEB;US;Nanwalek;5.935.210.037;-1.519.250.031;air;;;;;;;;
Kasenga Airport;CDKEC;CD;Kasenga;-1.035.000.038;2.863.299.942;air;;;;;;;;
Kaédi Airport;MRKED;MR;Kaédi;1.615.950.012;-1.350.759.983;air;;;;;;;;
Kelle Airport;CGKEE;CG;Kelle;0.082999997;1.453.299.999;air;;;;;;;;
Keflavik International Airport;ISKEF;IS;Reykjavík;6.398.500.061;-2.260.560.036;air;;;;;;;;
Keglsugl Airport;PGKEG;PG;Denglagu Mission;-5.832.777.778;1.450.972.222;air;;;;;;;;
Kenmore Air Harbor Inc Seaplane Base;USKEH;US;Kenmore;4.775.479.889;-1.222.590.027;air;;;;;;;;
Kepi Airport;IDKEI;ID;Kepi - Papua Island;-65.418;1.393.318;air;;;;;;;;
Kemerovo Airport;RUKEJ;RU;Kemerovo;5.527.009.964;8.610.720.062;air;;;;;;;;
Ekwok Airport;USKEK;US;Ekwok;5.935.680.008;-157.470.993;air;;;;;;;;
Kiel - Holtenau Airport;DEKEL;DE;Kiel;5.437.944.412;1.014.527.798;air;;;;;;;;
Kemi - Tornio Airport;FIKEM;FI;Kemi / Tornio;6.577.870.178;2.458.209.991;air;;;;;;;;
Kenema Airport;SLKEN;SL;Kenema;7.891.290.188;-1.117.660.046;air;;;;;;;;
Odienne Airport;CIKEO;CI;Odienne;9.5;-7.566.999.912;air;;;;;;;;
Nepalgunj Airport;NPKEP;NP;Nepalgunj;2.810.359.955;8.166.699.982;air;;;;;;;;
Kebar Airport;IDKEQ;ID;Kebar - Papua Island;0.637100995;133.128.006;air;;;;;;;;
Kerman Airport;IRKER;IR;Kerman;7,44E+18;569.510.994;air;;;;;;;;
Kelsey Airport;CAKES;CA;Kelsey;5.603.749.847;-9.650.969.696;air;;;;;;;;
Kengtung Airport;MMKET;MM;Kengtung;213.015.995;9.963.600.159;air;;;;;;;;
Halli Airport;FIKEV;FI;Halli / Kuorevesi;61.856.039;24.786.686;air;;;;;;;;
Keewaywin Airport;CAKEW;CA;Keewaywin;9,91E+23;-9.283.640.289;air;;;;;;;;
Kanabea Airport;PGKEX;PG;Kanabea;88890001;145.905;air;;;;;;;;
Kericho Airport;KEKEY;KE;Kericho;-0.3899;35.242.093;air;;;;;;;;
Kelani - Peliyagoda Seaplane Base;LKKEZ;LK;Colombo;6.95;79.93;air;;;;;;;;
Kiffa Airport;MRKFA;MR;Kiffa;1.659.000.015;-1.140.620.041;air;;;;;;;;
Fortescue - Dave Forrest Aerodrome;AUKFE;AU;Cloudbreak Village;-22.290.754;119.437.143;air;;;;;;;;
Kalkgurung Airport;AUKFG;AU;;-1.743.190.002;1.308.079.987;air;;;;;;;;
false Pass Airport;USKFP;US;false Pass;5.484.740.067;-1.634.100.037;air;;;;;;;;
Kastamonu Airport;TRKFS;TR;Kastamonu;4.131.420.135;3.379.579.926;air;;;;;;;;
Kananga Airport;CDKGA;CD;Kananga;-5.900.050.163;2.246.920.013;air;;;;;;;;
Konge Airport;PGKGB;PG;Konge;-62.239;1.472.152;air;;;;;;;;
Kingscote Airport;AUKGC;AU;;571.390.152;1.375.209.961;air;;;;;;;;
Khrabrovo Airport;RUKGD;RU;Kaliningrad;5.488.999.939;2.059.259.987;air;;;;;;;;
Kaghau Airport;SBKGE;SB;Kagau Island;-73.305;157.585;air;;;;;;;;
Sary - Arka Airport;KZKGF;KZ;Karaganda;4.967.079.926;7.333.439.636;air;;;;;;;;
Kédougou Airport;SNKGG;SN;Kédougou;1.257.229.996;-1.222.029.972;air;;;;;;;;
Yongai Airport;PGKGH;PG;Yongai;-85.289;1.474.603;air;;;;;;;;
Kalgoorlie Boulder Airport;AUKGI;AU;Kalgoorlie;8,94E+18;121.461.998;air;;;;;;;;
Karonga Airport;MWKGJ;MW;Karonga;-9.953.570.366;3.389.300.156;air;;;;;;;;
Koliganek Airport;USKGK;US;Koliganek;5.972.660.065;-1.572.590.027;air;;;;;;;;
Kigali International Airport;RWKGL;RW;Kigali;8,63E+18;3.013.949.966;air;;;;;;;;
Kungim Airport;PGKGM;PG;Kungim;-5.671;141.03;air;;;;;;;;
Kirovograd Airport;UAKGO;UA;Kirovograd;485.428.009;3.228.499.985;air;;;;;;;;
Kogalym International Airport;RUKGP;RU;Kogalym;6.219.039.917;7.453.379.822;air;;;;;;;;
Kulgera Airport;AUKGR;AU;Kulgera;-2.584.280.014;1.332.920.074;air;;;;;;;;
Kos Airport;GRKGS;GR;Kos Island;3.679.330.063;270.916.996;air;;;;;;;;
Kangding Airport;CNKGT;CN;Kangding;301.575;101.734.722;air;;;;;;;;
Keningau Airport;MYKGU;MY;Keningau;5.357.490.063;1.161.620.026;air;;;;;;;;
Kagi Airport;PGKGW;PG;Kagi;3,59E+18;1.476.694.444;air;;;;;;;;
Grayling Airport;USKGX;US;Grayling;62.895.187;-160.066.289;air;;;;;;;;
Kingaroy Airport;AUKGY;AU;;-265.807.991;1.518.410.034;air;;;;;;;;
Glacier Creek Airport;USKGZ;US;Glacier Creek;6.145.510.101;-1.423.809.967;air;;;;;;;;
Khaneh Airport;IRKHA;IR;Khaneh;3.673.334.122;4.515.000.153;air;;;;;;;;
Kerch Airport;UAKHC;UA;Kerch;4.537.250.137;3.640.140.152;air;;;;;;;;
Khoram Abad Airport;IRKHD;IR;;334.353.981;4.828.290.176;air;;;;;;;;
Kherson International Airport;UAKHE;UA;Kherson;466.758;32.506.401;air;;;;;;;;
Kashgar Airport;CNKHG;CN;Kashgar;3.954.290.009;7.601.999.664;air;;;;;;;;
Kaohsiung International Airport;TWKHH;TW;Kaohsiung City;2.257.710.075;1.203.499.985;air;;;;;;;;
Jinnah International Airport;PKKHI;PK;Karachi;249.065;67.160.797;air;;;;;;;;
Kauhajoki Airport;FIKHJ;FI;;6.246.250.153;2.239.310.074;air;;;;;;;;
Khark Island Airport;IRKHK;IR;;2.926.029.968;5.032.389.832;air;;;;;;;;
Khan Jahan Ali Airport;BDKHL;BD;Khulna;226.486;896.454;air;;;;;;;;
Kanti Airport;MMKHM;MM;Kanti;2.598.830.032;9.567.440.033;air;;;;;;;;
Nanchang Changbei International Airport;CNKHN;CN;Nanchang;2.886.499.977;1.159.000.015;air;;;;;;;;
Khoka Moya Airport;ZAKHO;ZA;Khoka Moya;2.459.300.041;314.151.001;air;;;;;;;;
Kharkhorin Airport;MNKHR;MN;;47.246.667;102.826.111;air;;;;;;;;
Khasab Air Base;OMKHS;OM;Khasab;2.617.099.953;5.624.060.059;air;;;;;;;;
Khost Airport;AFKHT;AF;Khost;3.333.340.073;6.995.200.348;air;;;;;;;;
Kakhnovka Airfield;UAKHU;UA;Kremenchuk;491.342;334.766;air;;;;;;;;
Khabarovsk - Novy Airport;RUKHV;RU;Khabarovsk;4.852.799.988;1.351.880.035;air;;;;;;;;
Khwai River Lodge Airport;BWKHW;BW;Khwai River Lodge;-1.914.999.962;2.378.300.095;air;;;;;;;;
Khoy Airport;IRKHY;IR;Khoy;3.842.750.168;4.497.359.848;air;;;;;;;;
Kauehi Airport;PFKHZ;PF;Kauehi;-1.578.079.987;-1.451.239.929;air;;;;;;;;
Kaiapit Airport;PGKIA;PG;Kaiapit;-6.275;146.27;air;;;;;;;;
Ivanof Bay Seaplane Base;USKIB;US;Ivanof Bay;5.589.749.908;-1.594.889.984;air;;;;;;;;
Mesa Del Rey Airport;USKIC;US;King City;3.622.800.064;-1.211.220.016;air;;;;;;;;
Kristianstad Airport;SEKID;SE;Kristianstad;5.592.169.952;1.408.549.976;air;;;;;;;;
Aropa Airport;PGKIE;PG;Kieta;-6.305.417;155.728.139;air;;;;;;;;
Kingfisher Lake Airport;CAKIF;CA;Kingfisher Lake;5.301.250.076;-898.553.009;air;;;;;;;;
Koingnaas Airport;ZAKIG;ZA;Koingnaas;-3.018.779.945;172.791.996;air;;;;;;;;
Kish International Airport;IRKIH;IR;Kish Island;2.652.619.934;5.398.020.172;air;;;;;;;;
Kibuli Airstrip;PGKII;PG;Kibuli;-9.006.528;142.698.056;air;;;;;;;;
Niigata Airport;JPKIJ;JP;Niigata;3.795.589.828;1.391.210.022;air;;;;;;;;
Kirkuk Air Base;IQKIK;IQ;Kirkuk;354.695.015;4.434.889.984;air;;;;;;;;
Kilwa Airport;CDKIL;CD;Kilwa;-92.886;283.269;air;;;;;;;;
Kimberley Airport;ZAKIM;ZA;Kimberley;2,80E+17;2.476.519.966;air;;;;;;;;
Norman Manley International Airport;JMKIN;JM;Kingston;1.793.569.946;-7.678.749.847;air;;;;;;;;
Kili Airport;MHKIO;MH;Kili Island;5.644.515;169.119.507;air;;;;;;;;
Kickapoo Downtown Airport;USKIP;US;Wichita Falls;3.385.779.953;-9.849.040.222;air;;;;;;;;
Kira Airport;PGKIQ;PG;Kira;6,51E+18;1.473.320.278;air;;;;;;;;
Kerry Airport;IEKIR;IE;Killarney;5.218.090.057;-9.523.779.869;air;;;;;;;;
Kisumu Airport;KEKIS;KE;Kisumu;0.086139001;3.472.890.091;air;;;;;;;;
Kithira Airport;GRKIT;GR;Kithira Island;3.627.429.962;230.170.002;air;;;;;;;;
Kiunga Airport;KEKIU;KE;Kiunga;-1.743.829.012;4.148.434.448;air;;;;;;;;
Chişinău International Airport;MDKIV;MD;Chişinău;4.692.770.004;2.893.099.976;air;;;;;;;;
Southdowns Airport;ZMKIW;ZM;Kitwe;-129.005.003;2.814.990.044;air;;;;;;;;
Kansai International Airport;JPKIX;JP;Osaka;344.272.995;1.352.440.033;air;;;;;;;;
Kilwa Masoko Airport;TZKIY;TZ;Kilwa Masoko;-891.123;39.508.619;air;;;;;;;;
Kikinonda Airport;PGKIZ;PG;Kikinonda;-85.284;1.479.309;air;;;;;;;;
Yemelyanovo Airport;RUKJA;RU;Krasnoyarsk;56.172.901;92.493.301;air;;;;;;;;
Kaili Airport;CNKJH;CN;Huangping;26.972;107.988;air;;;;;;;;
Kanas Airport;CNKJI;CN;Burqin;482.223;869.959;air;;;;;;;;
Wevelgem Airport;BEKJK;BE;Wevelgem;5.081.719.971;320.472.002;air;;;;;;;;
Kerama Airport;JPKJP;JP;Kerama;6,83E+18;1.272.929.993;air;;;;;;;;
Kamiraba Airport;PGKJU;PG;Kamiraba;-31.995;1.519.077;air;;;;;;;;
Koyuk Alfred Adams Airport;USKKA;US;Koyuk;649.394.989;-161.154.007;air;;;;;;;;
Kitoi Bay Seaplane Base;USKKB;US;Kitoi Bay;581.908.989;-1.523.699.951;air;;;;;;;;
Khon Kaen Airport;THKKC;TH;Khon Kaen;6,66E+18;1.027.839.966;air;;;;;;;;
Kokoda Airport;PGKKD;PG;Kokoda;-8.884.678.841;147.730.957;air;;;;;;;;
Kerikeri Airport;NZKKE;NZ;Kerikeri;-3.526.279.831;1.739.120.026;air;;;;;;;;
Konawaruk Airport;GYKKG;GY;Konawaruk;52.684;-58.995;air;;;;;;;;
Kongiganak Airport;USKKH;US;Kongiganak;9,61E+27;-1.628.809.967;air;;;;;;;;
Akiachak Airport;USKKI;US;Akiachak;6.090.480.042;-1.614.219.971;air;;;;;;;;
Kitakyūshū Airport;JPKKJ;JP;Kitakyūshū;3.384.590.149;1.310.350.037;air;;;;;;;;
Kalakaket Creek AS Airport;USKKK;US;Kalakaket Creek;644.166.257;-1.568.203.926;air;;;;;;;;
Karluk Lake Seaplane Base;USKKL;US;Karluk Lake;5.736.700.058;-1.540.279.999;air;;;;;;;;
Sa Pran Nak Airport;THKKM;TH;;1.494.939.995;1.006.429.977;air;;;;;;;;
Kirkenes Airport(Høybuktmoen);NOKKN;NO;Kirkenes;6.972.579.956;298.913.002;air;;;;;;;;
Kaikohe Airport;NZKKO;NZ;;-354.510.994;1.738.170.013;air;;;;;;;;
Koolburra Airport;AUKKP;AU;Koolburra;1.531.890.011;1.439.550.018;air;;;;;;;;
Krasnoselkup Airport;RUKKQ;RU;Krasnoselkup;65.717;82.455;air;;;;;;;;
Kaukura Airport;PFKKR;PF;;-1.566.329.956;-1.468.849.945;air;;;;;;;;
Kentland Municipal Airport;USKKT;US;Kentland;4.075.870.132;-8.742.819.977;air;;;;;;;;
Ekuk Airport;USKKU;US;Ekuk;5.881.119.919;-1.585.590.057;air;;;;;;;;
Kikwit Airport;CDKKW;CD;;-5.035.769.939;1.878.560.066;air;;;;;;;;
Kikai Airport;JPKKX;JP;Kikai;2,13E+18;1.299.279.938;air;;;;;;;;
Kilkenny Airport;IEKKY;IE;Kilkenny;526.507.988;-7.296.110.153;air;;;;;;;;
Kaoh Kong Airport;KHKKZ;KH;Kaoh Kong;1,34E+18;1.029.970.837;air;;;;;;;;
Kololo Airstrip;UGKLA;UG;Kampala;0.3262;32.594;air;;;;;;;;
Kalabo Airport;ZMKLB;ZM;Kalabo;149.982.996;2.264.539.909;air;;;;;;;;
Kaolack Airport;SNKLC;SN;Kaolack;1.414.690.018;-1.605.130.005;air;;;;;;;;
Migalovo Air Base;RUKLD;RU;Tver;568.246.994;3.575.770.187;air;;;;;;;;
Kaélé Airport;CMKLE;CM;Kaélé;1.009.249.973;1.444.559.956;air;;;;;;;;
Grabtsevo Airport;RUKLF;RU;Kaluga;5.454.999.924;363.666.687;air;;;;;;;;
Kalskag Airport;USKLG;US;Kalskag;6.153.630.066;-1.603.410.034;air;;;;;;;;
Kolhapur Airport;INKLH;IN;;1.666.469.955;7.428.939.819;air;;;;;;;;
Kotakoli Airport;CDKLI;CD;;415.763.998;2.165.089.989;air;;;;;;;;
Klaipėda Airport;LTKLJ;LT;Klaipėda;557.118.988;2.124.279.976;air;;;;;;;;
Kalokol Airport;KEKLK;KE;Kalokol;349.161;35.836.777;air;;;;;;;;
Levelock Airport;USKLL;US;Levelock;2,81E+18;-1.568.589.935;air;;;;;;;;
Kalaleh Airport;IRKLM;IR;Kalaleh;3.738.330.078;5.545.199.966;air;;;;;;;;
Larsen Bay Airport;USKLN;US;Larsen Bay;5.753.509.903;-1.539.779.968;air;;;;;;;;
Kalibo International Airport;PHKLO;PH;Kalibo;1.167.940.044;1.223.759.995;air;;;;;;;;
Keluang Airport;IDKLQ;ID;Keluang - Sumatra Island;-2.623.529.911;1.039.550.018;air;;;;;;;;
Kalmar Airport;SEKLR;SE;;566.855.011;1.628.759.956;air;;;;;;;;
Southwest Washington Regional Airport;USKLS;US;Kelso;0.11800003;-1.228.980.026;air;;;;;;;;
Klagenfurt Airport;ATKLU;AT;Klagenfurt am Wörthersee;6.642.502;143.377;air;;;;;;;;
Karlovy Vary International Airport;CZKLV;CZ;Karlovy Vary;5.020.299.911;1.291.499.996;air;;;;;;;;
Klawock Airport;USKLW;US;Klawock;5,79E+27;-133.076.004;air;;;;;;;;
Kalamata Airport;GRKLX;GR;Kalamata;3.706.829.834;2.202.549.934;air;;;;;;;;
Kinkungwa Airport;CDKLY;CD;Kalima;-2.578.000.069;2.673.399.925;air;;;;;;;;
Kleinsee Airport;ZAKLZ;ZA;Kleinsee;-2.968.840.027;1.709.399.986;air;;;;;;;;
Kerema Airport;PGKMA;PG;Kerema;-7.963.610.172;1.457.709.961;air;;;;;;;;
Koinambe Airport;PGKMB;PG;Konambe;-54.875;1.446.069.444;air;;;;;;;;
King Khaled Military City Airport;SAKMC;SA;King Khaled Military City;279.009;45.528.198;air;;;;;;;;
Kamembe Airport;RWKME;RW;Kamembe;-2.462.239.981;2.890.789.986;air;;;;;;;;
Kamina Airport;PGKMF;PG;Hoieti;-764.925;1.459.569.444;air;;;;;;;;
Kunming Changshui International Airport;CNKMG;CN;Kunming;251.019.444;1.029.291.667;air;;;;;;;;
Johan Pienaar Airport;ZAKMH;ZA;Kuruman;-2.745.669.937;2.341.139.984;air;;;;;;;;
Miyazaki Airport;JPKMI;JP;Miyazaki;3.187.719.917;1.314.490.051;air;;;;;;;;
Kumamoto Airport;JPKMJ;JP;Kumamoto;3.283.729.935;1.308.549.957;air;;;;;;;;
Makabana Airport;CGKMK;CG;Makabana;-348.300.004;1.261.699.963;air;;;;;;;;
Kamileroi Airport;AUKML;AU;;-19.375;1.400.570.068;air;;;;;;;;
Kimaam Airport;IDKMM;ID;Kimaam;-7.978.199.959;138.852.005;air;;;;;;;;
Kamina Base Airport;CDKMN;CD;;-8.642.020.226;2.525.289.917;air;;;;;;;;
Manokotak Airport;USKMO;US;Manokotak;9,90E+23;-1.590.500.031;air;;;;;;;;
Keetmanshoop Airport;NAKMP;NA;Keetmanshoop;-2.653.980.064;181.114.006;air;;;;;;;;
Komatsu Airport;JPKMQ;JP;Kanazawa;3.639.459.991;1.364.069.977;air;;;;;;;;
Karimui Airport;PGKMR;PG;Karimui;-64.921;144.823;air;;;;;;;;
Kumasi Airport;GHKMS;GH;Kumasi;6.714.560.032;-1.590.819.955;air;;;;;;;;
Kampot Airport;KHKMT;KH;Kampot;106.343;1.041.617;air;;;;;;;;
Kisimayu Airport;SOKMU;SO;;0.377353013;4.245.920.181;air;;;;;;;;
Kalay Airport;MMKMV;MM;Kalemyo;2.318.880.081;9.405.110.168;air;;;;;;;;
Kostroma Sokerkino Airport;RUKMW;RU;Kostroma;577.969.017;4.101.940.155;air;;;;;;;;
King Khaled Air Base;SAKMX;SA;;1.829.730.034;4.280.350.113;air;;;;;;;;
Kaoma Airport;ZMKMZ;ZM;Kaoma;-1.480.000.019;2.478.300.095;air;;;;;;;;
Viña del mar Airport;CLKNA;CL;Viña Del Mar;-329.496;-714.786;air;;;;;;;;
Kindu Airport;CDKND;CD;Kindu;-2.919.179.916;2.591.539.955;air;;;;;;;;
Kanainj Airport;PGKNE;PG;Kanainj;-52.903;1.447.072;air;;;;;;;;
RAF Marham;GBKNF;GB;Marham;52.648.395;0.550692;air;;;;;;;;
Kaimana Airport;IDKNG;ID;Kaimana - Papua Island;3.644.520.044;1.336.959.991;air;;;;;;;;
Kinmen Airport;TWKNH;TW;Shang - I;244.279;118.359.001;air;;;;;;;;
Katanning Airport;AUKNI;AU;;-3.371.670.151;1.176.330.032;air;;;;;;;;
Kindamba Airport;CGKNJ;CG;Kindamba;-3.950.000.048;145.170.002;air;;;;;;;;
Kokhanok Airport;USKNK;US;Kokhanok;4,33E+27;-1.548.040.009;air;;;;;;;;
Kelanoa Airport;PGKNL;PG;Kelanoa;-6.01;147.49;air;;;;;;;;
Kaniama Airport;CDKNM;CD;Kaniama;-7.583.000.183;2.414.999.962;air;;;;;;;;
Kankan Airport;GNKNN;GN;Kankan;1.039.400.005;-9.303.799.629;air;;;;;;;;
Kualanamu International Airport;IDKNO;ID;;3.642.222;98.885.278;air;;;;;;;;
Capanda Airport;AOKNP;AO;Capanda;-9.769.370.079;154.553.194;air;;;;;;;;
Koné Airport;NCKNQ;NC;Koné;-2.105.430.031;1.648.370.056;air;;;;;;;;
Jam Airport;IRKNR;IR;Kangan;2.782.049.942;5.235.219.955;air;;;;;;;;
King Island Airport;AUKNS;AU;;3.987.749.863;143.878.006;air;;;;;;;;
Kennett Memorial Airport;USKNT;US;Kennett;3.622.589.874;-9.003.659.821;air;;;;;;;;
Kanpur Airport;INKNU;IN;Kanpur;26.404.301;80.410.103;air;;;;;;;;
New Stuyahok Airport;USKNW;US;New Stuyahok;5.944.990.158;-1.573.280.029;air;;;;;;;;
Kununurra Airport;AUKNX;AU;Kununurra;-1.577.810.001;1.287.079.926;air;;;;;;;;
Kenieba Airport;MLKNZ;ML;Kenieba;3105469;-11.25;air;;;;;;;;
Ellison Onizuka Kona International At Keahole Airport;USKOA;US;Kailua / Kona;19.738.783;-156.045.603;air;;;;;;;;
Koumac Airport;NCKOC;NC;Koumac;-2.054.630.089;1.642.559.967;air;;;;;;;;
Kotabangun Airport;IDKOD;ID;Kotabangun - Borneo Island;0.266669989;1.165.833.359;air;;;;;;;;
El Tari Airport;IDKOE;ID;Kupang - Timor Island;1.017.160.034;1.236.709.976;air;;;;;;;;
Komatipoort Airport;ZAKOF;ZA;Komatipoort;-2.544.029.999;3.193.000.031;air;;;;;;;;
Koolatah Airport;AUKOH;AU;;8,86E+18;1.424.389.954;air;;;;;;;;
Kirkwall Airport;GBKOI;GB;Orkney Islands;5.895.780.182;-2.904.999.971;air;;;;;;;;
Kagoshima Airport;JPKOJ;JP;Kagoshima;3.180.340.004;1.307.189.941;air;;;;;;;;
Kokkola - Pietarsaari Airport;FIKOK;FI;Kokkola / Kruunupyy;6.372.119.904;2.314.310.074;air;;;;;;;;
Koumala Airport;CFKOL;CF;Koumala;84.965;212.565;air;;;;;;;;
Komo - Manda Airport;PGKOM;PG;Komo;-60.682;1.428.598;air;;;;;;;;
Kontum Airport;VNKON;VN;Kontum;1.435.000.038;1.080.169.983;air;;;;;;;;
Kongolo Airport;CDKOO;CD;Kongolo;0.39444;26.99;air;;;;;;;;
Nakhon Phanom Airport;THKOP;TH;;1.738.380.051;1.046.429.977;air;;;;;;;;
Köthen Airport;DEKOQ;DE;Köthen;517.211.113;1.195.277.786;air;;;;;;;;
Kakoro(Koroko) Airstrip;PGKOR;PG;Kakoro;666700004;1.465.335;air;;;;;;;;
Sihanoukville International Airport;KHKOS;KH;Sihanukville;1.057.970.047;103.637.001;air;;;;;;;;
Kotlik Airport;USKOT;US;Kotlik;630.306.015;-1.635.330.048;air;;;;;;;;
